Date,Description,Amount,txn_id,remarks,ref_no,Narration
12-01-2023,Consulting income,75800.56,TXN82952,ok,690889,
27-02-2023,Consulting income,44950.11,TXN67877,ok,902524,
02-06-2023,,12410.75,TXN14045,ok,165356,Netflix subscription
30-03-2023,Freelance income,42780.63,TXN82038,ok,284208,
07-06-2023,Officesupplies,64830.47,TXN21004,,330408,
29-03-2023,Mobile recharge,63664.01,TXN30987,ok,353514,
02-08-2023,Consulting income,,TXN86761,,713173,
11-12-2023,,72746.68,TXN74029,ok,163109,Loan EMI
13-03-2023,Office supplies,68192.98,TXN44117,ok,713881,
06-02-2023,,69892.27,TXN51930,ok,445168,Mobile recharge
04-10-2023,,18760.03,TXN62620,ok,469047,Office supplies
27-01-2023,Vendor payment,36026.19,TXN39026,ok,941516,
20-10-2023,Amazon order,3568.17,TXN98004,ok,331692,
12-05-2023,Gym membership,2895.71,TXN95353,ok,752891,
19-11-2023,electricity bill,97253.21,TXN63299,ok,539443,
06-03-2023,Internet bill,13229.94,TXN78537,,320099,
04-01-2023,Internet bill,82927.27,TXN51568,ok,772348,
22-08-2023,Consulting income,94291.45,TXN64810,ok,912271,
07-06-2023,Amazonorder,8456.47,TXN66022,ok,303386,
05-06-2023,Uber ride,41462.4,TXN75457,ok,785017,
28-12-2023,,62807.44,TXN55439,ok,982135,Uber ride
25-08-2023,amazon order,41281.73,TXN63403,ok,906690,
24-01-2023,Netflix subscription,97652.56,TXN96366,ok,131354,
03-02-2023,Gym membership,39695.59,TXN77446,ok,470416,
13-11-2023,Uberride,94504.55,TXN20241,ok,787678,
09-05-2023,consulting income,18870.28,TXN58277,ok,219822,
23-05-2023,,22247.59,TXN72340,,944431,Loan EMI
06-11-2023,Electricity bill,46469.6,TXN89971,ok,927133,
31-12-2023,consulting income,2396.76,TXN52731,,433915,
01-12-2023,Internet bill,3370.96,TXN77718,ok,174658,
21-03-2023,,2868.33,TXN95261,,662188,Loan EMI
25-09-2023,salary credited,96278.52,TXN67176,ok,386590,
07-08-2023,Mobile recharge,74626.5,TXN30237,,672832,
14-06-2023,Consulting income,4436.59,TXN15512,ok,750842,
09-08-2023,Client payment received,44387.42,TXN57698,,881663,
16-09-2023,Client payment received,2816.53,TXN48925,,381340,
26-06-2023,Vehicle purchase,16673.56,TXN14312,,436587,
03-07-2023,,38026.65,TXN45453,,163667,Rent payment
23-07-2023,Salarycredited,99558.22,TXN51115,,602899,
22-10-2023,,13899.56,TXN76587,ok,436191,Vehicle purchase
23-04-2023,Rent payment,47220.72,TXN77126,ok,882068,
20-09-2023,Internetbill,67770.31,TXN65953,,869619,
14-04-2023,,45562.88,TXN86449,ok,138269,Bonus received
29-08-2023,Uberride,53876.08,TXN24637,,545833,
04-05-2023,Vehicle purchase,73843.48,TXN64519,ok,378057,
09-09-2023,Rentpayment,27964.34,TXN61337,ok,745169,
22-12-2023,,17396.0,TXN43581,,753748,Rent payment
13-06-2023,client payment received,2314.4,TXN92840,ok,908681,
24-01-2023,Electricity bill,58896.03,TXN72639,,933729,
01-02-2023,Uber ride,34041.59,TXN61568,ok,504148,
20-02-2023,Loan EMI,49985.29,TXN97744,ok,184581,
08-07-2023,Salary credited,55663.31,TXN31187,,243823,
30-01-2023,,15434.57,TXN78240,ok,233998,Freelance income
22-10-2023,Salary credited,15893.84,TXN66764,ok,157623,
21-07-2023,Vehicle purchase,9948.99,TXN33366,,136919,
24-08-2023,Bonus received,92315.08,TXN50785,,969895,
13-03-2023,vehicle purchase,10323.04,TXN50996,ok,670543,
22-10-2023,,34816.19,TXN89810,ok,700685,Mobile recharge
08-12-2023,Internet bill,62184.51,TXN42138,ok,499967,
05-09-2023,Electricity bill,77906.27,TXN76313,ok,802569,
24-01-2023,Insurance premium,788.2,TXN93366,ok,529516,
20-02-2023,,52497.74,TXN44958,,151007,Gym membership
23-03-2023,Consulting income,20506.34,TXN79767,ok,227202,
18-04-2023,Vehicle purchase,14268.73,TXN45645,ok,835688,
25-05-2023,,68238.13,TXN41055,ok,980193,Mobile recharge
30-05-2023,Salary credited,33248.05,TXN31949,ok,298526,
16-08-2023,,48910.33,TXN72979,ok,367169,Loan EMI
04-04-2023,Insurance premium,16714.02,TXN31790,ok,115136,
09-10-2023,loan emi,98478.78,TXN23580,ok,497050,
11-06-2023,Uber ride,51516.45,TXN44059,ok,418901,
16-04-2023,,43037.84,TXN61876,,957277,Netflix subscription
13-09-2023,Insurance premium,88003.95,TXN32344,ok,875328,
08-02-2023,Uber ride,8650.37,TXN98753,ok,290536,
04-09-2023,netflix subscription,31336.86,TXN32755,ok,919203,
11-12-2023,Electricity bill,64072.77,TXN50668,ok,642938,
04-03-2023,Gym membership,,TXN21271,ok,996284,
29-01-2023,,37365.47,TXN41211,ok,996958,Rent payment
21-05-2023,,26237.97,TXN61237,,672860,Amazon order
20-02-2023,,67266.5,TXN83672,,776081,client payment received
08-08-2023,gym membership,78402.81,TXN46510,ok,691006,
17-01-2023,,64691.87,TXN37391,,177641,Bonus received
03-01-2023,mobile recharge,42547.24,TXN23823,,854844,
28-02-2023,Rent payment,95422.32,TXN96342,ok,260624,
22-02-2023,rent payment,27552.49,TXN29595,ok,250228,
01-09-2023,netflix subscription,18699.3,TXN60702,ok,707269,
21-10-2023,Rent payment,64309.69,TXN99185,ok,686716,
12-04-2023,uber ride,64911.77,TXN15520,,886431,
02-04-2023,Netflix subscription,55149.16,TXN62375,ok,880349,
21-06-2023,Mobilerecharge,13314.22,TXN98342,ok,558978,
23-07-2023,,10777.82,TXN41778,ok,742738,Vendor payment
20-06-2023,Amazon order,1361.81,TXN79000,ok,293394,
29-10-2023,,27065.52,TXN59576,ok,755113,Gym membership
14-12-2023,Netflixsubscription,9638.44,TXN88046,,411752,
22-03-2023,Vendor payment,17522.67,TXN76388,ok,711268,
05-08-2023,,49951.29,TXN80434,ok,358740,consulting income
27-08-2023,Vendor payment,12021.62,TXN70122,ok,322558,
11-03-2023,,57564.06,TXN55619,ok,431835,Vehicle purchase
20-08-2023,Electricity bill,60422.19,TXN99213,ok,910038,
02-03-2023,Freelance income,49813.52,TXN84091,ok,330524,
01-02-2023,Gym membership,6721.59,TXN72737,ok,266775,
24-06-2023,,3850.52,TXN50036,ok,772900,Freelance income
10-04-2023,electricity bill,98235.2,TXN25559,ok,848730,
21-03-2023,Freelance income,65308.53,TXN36244,ok,702333,
15-04-2023,Vendor payment,75014.13,TXN31777,ok,552675,
17-04-2023,,90351.3,TXN61458,ok,945799,Electricity bill
28-04-2023,,41921.07,TXN16790,ok,580616,Electricitybill
03-01-2023,,71796.8,TXN39829,,700236,Freelance income
17-04-2023,Vendor payment,79638.44,TXN92472,,681786,
17-03-2023,laptop purchase,13281.49,TXN58683,,415371,
11-01-2023,Consulting income,53911.98,TXN97401,ok,147371,
31-08-2023,Gym membership,88777.23,TXN17938,ok,455472,
12-11-2023,Uber ride,20369.11,TXN99503,ok,313079,
01-10-2023,Vehicle purchase,70042.12,TXN80278,ok,518353,
02-08-2023,Internet bill,68408.65,TXN32111,,729999,
23-07-2023,Vendor payment,37438.29,TXN64911,ok,553040,
26-03-2023,Vendorpayment,7924.58,TXN59752,ok,111381,
03-04-2023,,91438.29,TXN51710,ok,103996,office supplies
20-01-2023,office supplies,21343.02,TXN41980,ok,673819,
11-07-2023,Uber ride,,TXN36711,ok,343067,
01-08-2023,Salary credited,89613.8,TXN21990,,918372,
03-03-2023,Loan EMI,36947.45,TXN61644,ok,287204,
22-04-2023,,637.11,TXN85207,,555608,Netflix subscription
25-12-2023,Loan EMI,22486.71,TXN91911,ok,400825,
07-08-2023,Netflix subscription,98872.77,TXN56754,,499336,
09-06-2023,Client payment received,51084.98,TXN96172,ok,611768,
27-09-2023,Rent payment,74991.25,TXN96697,,938383,
29-07-2023,Electricity bill,10126.17,TXN57156,,384710,
08-09-2023,Client payment received,95653.45,TXN73897,ok,527813,
06-10-2023,Amazonorder,36173.27,TXN92102,,207858,
22-04-2023,Client payment received,24722.4,TXN69939,,805722,
08-03-2023,,,TXN91668,,753284,Mobile recharge
06-11-2023,Rent payment,24897.43,TXN82938,ok,222269,
02-12-2023,Loan EMI,1510.0,TXN47984,,867025,
29-03-2023,,97516.19,TXN67828,ok,476325,office supplies
14-08-2023,uberride,77946.46,TXN90024,ok,134212,
25-05-2023,Uber ride,92830.58,TXN33589,ok,274602,
12-01-2023,mobile recharge,49745.72,TXN37951,ok,232801,
11-02-2023,,10419.24,TXN74839,ok,264571,Mobile recharge
02-10-2023,Office supplies,40433.44,TXN68569,ok,268635,
05-12-2023,,47283.86,TXN58043,ok,364950,Vendor payment
27-01-2023,,51933.79,TXN16667,ok,660048,Bonus received
06-07-2023,,47066.16,TXN16564,ok,761768,Insurancepremium
02-11-2023,,55604.02,TXN34557,ok,921649,Uber ride
17-11-2023,Freelance income,29353.78,TXN98545,,289304,
19-03-2023,office supplies,24058.13,TXN62514,,863549,
04-02-2023,,90531.76,TXN45427,ok,187243,Amazon order
19-02-2023,,9629.78,TXN74749,,409187,Rent payment
17-01-2023,,44500.28,TXN57764,ok,834901,Mobile recharge
08-04-2023,Uber ride,72956.54,TXN78708,,799537,
30-04-2023,Salary credited,26520.29,TXN34683,ok,567083,
30-05-2023,Uber ride,38033.19,TXN84878,,583562,
17-06-2023,Freelance income,44602.8,TXN35387,ok,743734,
06-01-2023,,62173.38,TXN76470,,938807,Internet bill
09-05-2023,Netflix subscription,5817.71,TXN44560,,625772,
03-06-2023,,14410.0,TXN33849,ok,898580,electricity bill
27-07-2023,Netflix subscription,55912.72,TXN17736,ok,248889,
07-02-2023,Amazon order,779.66,TXN23007,ok,553446,
01-09-2023,,15678.33,TXN74788,ok,233889,freelance income
24-12-2023,Uber ride,2149.38,TXN31980,ok,319838,
19-08-2023,Rent payment,82976.53,TXN84637,,689302,
08-02-2023,Consulting income,35711.96,TXN79582,,171952,
22-05-2023,uber ride,75543.39,TXN27756,ok,151890,
05-03-2023,Loan EMI,84419.33,TXN18844,ok,375624,
09-11-2023,Gym membership,83413.44,TXN73005,ok,627005,
12-07-2023,,80081.65,TXN56613,,386247,Netflix subscription
21-03-2023,Office supplies,5686.75,TXN73632,,932065,
26-08-2023,Vendor payment,12038.95,TXN23107,,336148,
08-05-2023,freelance income,51248.18,TXN42415,ok,611096,
30-01-2023,Amazonorder,26187.13,TXN56326,,277007,
12-02-2023,Amazon order,58350.29,TXN53264,ok,759630,
24-04-2023,Laptop purchase,,TXN23272,ok,351413,
17-07-2023,Vehicle purchase,42212.75,TXN56582,ok,294542,
16-03-2023,,,TXN32505,,244752,Laptop purchase
14-04-2023,Consulting income,3951.67,TXN69446,ok,870780,
26-07-2023,Internet bill,64510.0,TXN31254,ok,847571,
02-04-2023,internet bill,82991.56,TXN70166,ok,163712,
01-10-2023,,48036.39,TXN37667,ok,923737,Netflix subscription
05-05-2023,Office supplies,13833.15,TXN99933,ok,543600,
24-01-2023,Consulting income,20807.97,TXN49934,ok,520701,
30-10-2023,Client payment received,21369.38,TXN28387,ok,360431,
07-08-2023,Client payment received,29238.15,TXN87613,,824525,
21-03-2023,,21751.54,TXN79147,,413103,Internetbill
25-09-2023,Insurance premium,96137.39,TXN34779,,896865,
08-08-2023,bonus received,82225.98,TXN89420,ok,783138,
13-10-2023,Loan EMI,73318.06,TXN80611,,571929,
03-04-2023,,83304.89,TXN97664,ok,383419,freelance income
27-09-2023,,83901.24,TXN63958,ok,136661,Salary credited
13-08-2023,,753.06,TXN59117,,544853,Netflix subscription
01-11-2023,Rent payment,86250.72,TXN37065,ok,383618,
07-05-2023,,11297.45,TXN37349,ok,431637,Laptop purchase
07-04-2023,Officesupplies,11069.51,TXN94510,ok,587941,
06-05-2023,Netflix subscription,92522.8,TXN63570,,509195,
19-02-2023,Consultingincome,13209.56,TXN83860,,778274,
09-09-2023,Gymmembership,64408.08,TXN47644,ok,673657,
14-12-2023,,69571.83,TXN79153,,720759,Uber ride
13-12-2023,,41473.2,TXN62736,ok,282330,electricity bill
13-08-2023,Uber ride,47663.16,TXN12487,ok,403580,
20-12-2023,Laptop purchase,83492.91,TXN46910,ok,625219,
20-09-2023,Vehicle purchase,82477.44,TXN88910,,489396,
29-04-2023,Mobile recharge,946.16,TXN87421,,222001,
11-03-2023,,76123.56,TXN32204,ok,836144,Rent payment
23-01-2023,electricity bill,45270.79,TXN93489,ok,911233,
23-02-2023,,64321.68,TXN44003,ok,119819,Netflix subscription
16-09-2023,vendor payment,68710.89,TXN25323,ok,601564,
20-01-2023,Internet bill,67714.28,TXN14258,ok,436331,
02-03-2023,Netflix subscription,6702.94,TXN75948,ok,185587,
04-10-2023,,37926.87,TXN95375,ok,960686,Client payment received
08-04-2023,Netflix subscription,76523.27,TXN80852,ok,245298,
02-05-2023,,89644.74,TXN27669,,527463,Amazon order
20-06-2023,,23190.94,TXN92938,,306732,Client payment received
07-02-2023,,64988.57,TXN84939,ok,409791,Salary credited
23-01-2023,Vehicle purchase,55974.64,TXN31186,ok,251995,
14-04-2023,Insurance premium,25294.18,TXN70515,ok,799085,
01-06-2023,Uber ride,34922.38,TXN73608,ok,257896,
17-03-2023,,,TXN20601,,942027,Netflix subscription
24-08-2023,,7845.34,TXN46492,,898773,insurancepremium
02-11-2023,Loan EMI,23541.97,TXN79348,ok,929206,
15-03-2023,Mobile recharge,7297.8,TXN30051,,200318,
14-10-2023,,92739.25,TXN17064,,224439,Bonus received
18-10-2023,,1329.09,TXN66566,,869498,netflix subscription
17-01-2023,Uber ride,72647.93,TXN46409,ok,988419,
13-03-2023,Vehiclepurchase,44770.25,TXN46978,ok,690851,
23-06-2023,Bonus received,85027.77,TXN12023,ok,656409,
20-05-2023,Laptop purchase,83936.19,TXN38459,ok,608795,
04-03-2023,Loan EMI,33140.23,TXN58721,ok,575276,
11-09-2023,Rent payment,30582.72,TXN89636,,598139,
04-02-2023,,22422.59,TXN45957,ok,889271,Office supplies
31-03-2023,,99157.81,TXN17020,ok,401163,Rent payment
17-11-2023,,26441.29,TXN81147,ok,265408,LoanEMI
28-12-2023,rent payment,40197.6,TXN37477,ok,785133,
29-06-2023,,9727.4,TXN89872,ok,936781,Electricity bill
18-09-2023,Electricity bill,82413.12,TXN68732,,457386,
22-04-2023,,66485.65,TXN35306,ok,899273,Loan EMI
11-03-2023,Netflix subscription,99060.05,TXN72181,ok,748481,
08-07-2023,Insurance premium,60750.12,TXN11166,ok,946764,
01-09-2023,,80301.8,TXN57508,ok,921226,Loan EMI
07-08-2023,Amazon order,5655.79,TXN61698,ok,582806,
20-10-2023,Gym membership,93989.22,TXN51759,ok,983879,
16-07-2023,,96987.16,TXN30047,ok,141369,netflix subscription
24-11-2023,,61019.68,TXN62716,ok,622924,Uberride
30-03-2023,,20342.74,TXN88139,ok,239280,Laptop purchase
05-09-2023,Bonus received,13740.57,TXN33387,ok,369868,
01-07-2023,client payment received,44670.74,TXN65274,ok,705239,
24-05-2023,,84775.23,TXN88714,ok,370282,Netflix subscription
01-07-2023,,26980.01,TXN72766,ok,599440,Vendor payment
04-09-2023,Rent payment,4754.87,TXN56752,ok,784512,
08-01-2023,,89196.08,TXN67103,ok,834677,Office supplies
18-01-2023,amazon order,67327.69,TXN39778,ok,402312,
16-06-2023,bonus received,91213.44,TXN97914,ok,483755,
27-01-2023,netflix subscription,61369.51,TXN62178,ok,317050,
17-11-2023,,70991.13,TXN41463,ok,504856,amazonorder
15-06-2023,,44889.32,TXN58444,ok,120086,netflix subscription
09-07-2023,Consulting income,74324.83,TXN93305,ok,439560,
25-02-2023,,38050.01,TXN24806,ok,197540,Electricity bill
06-04-2023,amazon order,1280.31,TXN21987,ok,981173,
10-02-2023,Mobile recharge,92273.24,TXN50345,ok,890654,
26-10-2023,Internet bill,,TXN41592,,848220,
27-07-2023,,3708.71,TXN45426,ok,298065,Internet bill
22-11-2023,,54793.23,TXN42700,,551205,Internet bill
06-04-2023,amazon order,74798.01,TXN69290,ok,204190,
09-09-2023,Laptoppurchase,,TXN78687,ok,285465,
19-05-2023,internet bill,58138.57,TXN59282,,565597,
06-04-2023,Officesupplies,9106.23,TXN99634,,533631,
20-04-2023,,46637.28,TXN75042,ok,309990,Vehicle purchase
05-01-2023,,14389.93,TXN89005,ok,369351,Freelanceincome
06-06-2023,Internet bill,3091.66,TXN37579,ok,126239,
06-11-2023,Internet bill,81597.02,TXN15443,ok,701583,
11-12-2023,office supplies,60772.04,TXN84222,,176497,
03-07-2023,Bonus received,55991.0,TXN87410,ok,862130,
24-05-2023,,72370.85,TXN30787,ok,920823,Internet bill
06-04-2023,Officesupplies,76119.15,TXN27982,ok,992949,
29-09-2023,Freelance income,55791.23,TXN71843,ok,891553,
13-01-2023,Vendorpayment,88047.23,TXN60374,ok,633518,
22-04-2023,Consulting income,31694.17,TXN64980,ok,444445,
16-03-2023,Rent payment,74673.68,TXN99184,ok,397095,
01-03-2023,,34841.13,TXN42684,,841106,Salary credited
25-11-2023,Vehiclepurchase,47623.31,TXN17358,ok,753475,
24-05-2023,,35510.55,TXN66093,,276571,Amazon order
06-02-2023,Uber ride,46250.71,TXN28408,ok,820330,
28-07-2023,Freelance income,76837.18,TXN74306,,943396,
17-07-2023,,66900.88,TXN75929,ok,149450,Electricity bill
26-08-2023,uber ride,66243.34,TXN12168,,788840,
20-03-2023,Amazon order,91228.28,TXN64698,,176847,
22-01-2023,Consulting income,83550.08,TXN69071,ok,451908,
04-11-2023,,35656.49,TXN45821,,290942,Insurance premium
01-12-2023,consulting income,22734.94,TXN81621,ok,704619,
29-03-2023,,47592.51,TXN15642,,781125,gymmembership
24-08-2023,Internet bill,,TXN15553,ok,160798,
16-11-2023,Electricitybill,80085.72,TXN86507,ok,169249,
12-02-2023,vehicle purchase,79443.76,TXN53384,ok,712933,
08-12-2023,Internet bill,63874.94,TXN32605,ok,824908,
11-02-2023,loan emi,36983.57,TXN24238,ok,885553,
08-06-2023,Mobile recharge,17481.26,TXN84817,,181991,
26-05-2023,Rent payment,24777.52,TXN20840,ok,134267,
27-06-2023,Uber ride,48514.71,TXN77232,ok,651214,
01-03-2023,,83378.61,TXN31106,,318144,Mobile recharge
23-07-2023,Vendor payment,22413.89,TXN67613,ok,426100,
11-12-2023,Netflix subscription,25649.96,TXN40319,,776271,
14-05-2023,Bonus received,29607.78,TXN69983,ok,723230,
10-06-2023,bonus received,8709.3,TXN38130,ok,278836,
26-05-2023,,52396.47,TXN39514,,457361,Electricity bill
20-05-2023,Salary credited,95278.52,TXN62082,ok,198636,
14-01-2023,Rent payment,89086.46,TXN95290,,194394,
10-07-2023,Amazon order,76337.54,TXN93132,ok,873221,
12-07-2023,Electricity bill,19012.96,TXN69445,,628830,
17-11-2023,insurancepremium,12929.43,TXN65068,ok,654884,
13-11-2023,Rentpayment,70438.35,TXN56228,ok,446393,
30-08-2023,Internet bill,14267.09,TXN41635,,880030,
03-08-2023,Uber ride,28613.57,TXN75668,ok,986836,
28-04-2023,Officesupplies,88584.19,TXN90859,ok,296317,
12-12-2023,Loan EMI,,TXN92216,ok,536675,
30-01-2023,,18406.3,TXN33703,,103654,Client payment received
29-07-2023,Internet bill,13696.9,TXN92095,ok,530317,
02-12-2023,freelance income,98156.84,TXN13252,,446979,
19-04-2023,Bonus received,56308.8,TXN20042,ok,646814,
17-09-2023,,26459.88,TXN76083,ok,565138,Uberride
13-09-2023,Internet bill,48387.37,TXN97155,,930626,
31-07-2023,,75448.56,TXN53853,ok,922985,Freelance income
11-06-2023,Electricitybill,3764.03,TXN65480,,161637,
24-05-2023,,38071.1,TXN11750,ok,688701,laptop purchase
05-05-2023,gym membership,79198.65,TXN66594,ok,160463,
26-02-2023,Office supplies,59659.75,TXN13396,,377867,
06-05-2023,Rent payment,81200.33,TXN52318,,225348,
31-03-2023,,5379.06,TXN49883,ok,154565,Vendor payment
05-10-2023,Uber ride,4127.85,TXN69384,ok,977456,
04-08-2023,Internet bill,41078.18,TXN26986,ok,781494,
26-11-2023,Loan EMI,7569.29,TXN36508,ok,480266,
20-01-2023,Amazonorder,73692.46,TXN71005,ok,227026,
19-10-2023,amazon order,97409.44,TXN99461,ok,479791,
03-06-2023,internet bill,20301.1,TXN99747,ok,552568,
17-07-2023,Mobile recharge,43619.95,TXN66670,ok,327606,
06-05-2023,,79179.14,TXN33867,,440148,Rent payment
20-10-2023,,,TXN22828,,603616,Bonus received
24-12-2023,Client payment received,93401.34,TXN57898,,871949,
26-10-2023,Client payment received,36157.12,TXN38615,ok,417048,
17-09-2023,Client payment received,61812.76,TXN58792,ok,391208,
10-05-2023,Rent payment,60976.95,TXN73330,ok,612683,
25-05-2023,,24914.1,TXN91770,ok,308196,Consulting income
10-01-2023,,,TXN64889,,173757,Laptop purchase
11-11-2023,Salary credited,38016.9,TXN41276,,518365,
14-01-2023,Uber ride,4691.53,TXN96519,ok,781114,
06-11-2023,,47702.46,TXN99759,,873369,Salary credited
20-04-2023,internet bill,63044.89,TXN75654,ok,902799,
21-11-2023,Netflixsubscription,97915.84,TXN75607,ok,813391,
11-03-2023,,54669.2,TXN53176,ok,910269,salary credited
12-02-2023,,18901.25,TXN33253,,986336,electricity bill
19-11-2023,Office supplies,75097.61,TXN79538,ok,693338,
04-01-2023,internet bill,72316.11,TXN70113,ok,224735,
27-01-2023,insurance premium,15196.34,TXN51225,ok,167383,
09-02-2023,,98111.88,TXN34510,,540925,rent payment
07-03-2023,gym membership,34335.21,TXN41080,ok,544791,
23-01-2023,,72396.29,TXN50619,,854549,client payment received
10-09-2023,office supplies,7397.79,TXN94340,ok,596601,
01-07-2023,Rent payment,40223.77,TXN88598,,415239,
20-08-2023,Consulting income,4874.8,TXN42625,,692272,
12-10-2023,,4216.15,TXN83371,,408566,Gym membership
26-06-2023,client payment received,11279.68,TXN37941,ok,972367,
04-01-2023,Clientpaymentreceived,55702.99,TXN41026,ok,912144,
17-03-2023,,24737.51,TXN84014,ok,880530,Amazon order
07-02-2023,,12739.26,TXN30700,ok,621122,Electricity bill
19-06-2023,gym membership,10433.08,TXN23518,ok,190732,
12-10-2023,,29661.66,TXN53755,ok,758306,Laptop purchase
07-12-2023,Gym membership,54723.82,TXN15278,ok,453922,
05-06-2023,Mobile recharge,30796.97,TXN79485,ok,598255,
23-05-2023,,16811.34,TXN32176,ok,800005,Amazon order
15-05-2023,Netflix subscription,40261.53,TXN95194,ok,730913,
20-04-2023,,82887.73,TXN19744,ok,332437,Electricity bill
15-07-2023,Rent payment,50758.27,TXN17903,,436480,
10-04-2023,,71096.5,TXN57596,ok,283156,freelanceincome
21-05-2023,Vehicle purchase,2514.0,TXN18129,ok,805419,
11-03-2023,Laptop purchase,6627.15,TXN95990,,423663,
06-11-2023,Internet bill,70273.54,TXN27371,ok,590657,
03-08-2023,Bonus received,54109.39,TXN88345,ok,997792,
28-07-2023,insurance premium,11750.7,TXN24613,,864064,
20-06-2023,,59917.0,TXN86157,,923840,Laptop purchase
05-12-2023,Vehicle purchase,35967.12,TXN68273,ok,828437,
14-07-2023,Client payment received,20602.22,TXN28354,ok,572495,
